race_cat,race,age_bin,age_cat,date,date_start,age,pop,all_covid,all_pop,covid_prop,pop_prop,week_from_start,lm_mean,lm_se,lm_lower,lm_upper
Asian,asian,under40,Under 40,2021-06-01,2021-05-26,0,2995402,5,21033005,0.4,0.14241436256968512,65,0.11766579784965803,0.023364818987600535,0.07187075263396098,0.16346084306535508
Asian,asian,under40,Under 40,2021-06-08,2021-06-02,0,2995368,5,21029635,0.2,0.14243556771194554,66,0.1276368589147472,0.02367669270594931,0.08123054121108654,0.17404317661840785
Asian,asian,under40,Under 40,2021-06-15,2021-06-09,0,2995335,5,21026266,0.2,0.14245682043592522,67,0.13919952073755848,0.024227182962726867,0.09171424213061383,0.18668479934450313
Asian,asian,under40,Under 40,2021-06-22,2021-06-16,0,2995302,5,21022895,0,0.1424780935261295,68,0.1524761146408098,0.025209314255310665,0.10306585870040089,0.2018863705812187
Asian,asian,under40,Under 40,2021-06-29,2021-06-23,0,2995267,6,21019525,0.16666666666666666,0.14249927151065497,69,0.16759280412224875,0.026840630665585428,0.11498516801770131,0.2202004402267962
Asian,asian,under40,Under 40,2021-07-06,2021-06-30,0,2995234,5,21016154,0,0.1425205582334427,70,0.18467958485464786,0.029330788295111702,0.12719123979622893,0.2421679299130668
Asian,asian,under40,Under 40,2021-07-13,2021-07-07,0,2995202,6,21012784,0.16666666666666666,0.14254189259262362,71,0.2038702846858138,0.0328483719460618,0.1394874756715327,0.2682530937000949
Asian,asian,under40,Under 40,2021-07-20,2021-07-14,0,2995168,12,21009413,0.16666666666666666,0.14256314538630852,72,0.22530256363858037,0.037505513521633956,0.15179175713617782,0.2988133701409829
Asian,asian,under40,Under 40,2021-07-27,2021-07-21,0,2995136,20,21006043,0.3,0.1425844934241066,73,0.24911791391081017,0.04336548657629314,0.1641215602212756,0.33411426760034474
Black,black,40-64,40 to 64,2020-03-10,2020-03-04,40,724515,0,12211353,0,0.05933126329244597,1,0.19077560183347933,0.025818162668904247,0.140172003002427,0.24137920066453167
Black,black,40-64,40 to 64,2020-03-17,2020-03-11,40,724414,4,12210494,0.25,0.05932716563310215,2,0.17295349886759734,0.022291297163193922,0.12926255642773726,0.2166444413074574
Black,black,40-64,40 to 64,2020-03-24,2020-03-18,40,724314,20,12209635,0.15,0.05932314929971289,3,0.1569517435482003,0.019166567160781644,0.11938527191306827,0.19451821518333232
Black,black,40-64,40 to 64,2020-03-31,2020-03-25,40,724214,33,12208775,0.09090909090909091,0.0593191372598807,4,0.14265461435259263,0.016427055270661458,0.11045758602209618,0.1748516426830891
Black,black,40-64,40 to 64,2020-04-07,2020-04-01,40,724114,68,12207917,0.19117647058823528,0.05931511493729848,5,0.12994984579719535,0.01405759015858574,0.10239696908636729,0.15750272250802339
Black,black,40-64,40 to 64,2020-04-14,2020-04-08,40,724014,111,12207057,0.16216216216216217,0.05931110176678949,6,0.11872862843754561,0.012044330768099187,0.09512174013207121,0.14233551674302003
Black,black,40-64,40 to 64,2020-04-21,2020-04-15,40,723913,90,12206199,0.06666666666666667,0.05930699638765516,7,0.10888560886829714,0.010373602814889886,0.08855334735111296,0.12921787038548133
Black,black,40-64,40 to 64,2020-04-28,2020-04-22,40,723813,94,12205340,0.10638297872340426,0.059302977221445695,8,0.1003188897232199,0.009029567168817063,0.08262093807233845,0.11801684137410134
Black,black,40-64,40 to 64,2020-05-05,2020-04-29,40,723713,90,12204481,0.06666666666666667,0.05929895748946637,9,0.09293002967520032,0.007990641413043299,0.07726837250563545,0.1085916868447652
Black,black,40-64,40 to 64,2020-05-12,2020-05-06,40,723613,104,12203621,0.10576923076923077,0.05929494205039636,10,0.08662404343624124,0.007225670443387119,0.07246172936720248,0.10078635750527999
Black,black,40-64,40 to 64,2020-05-19,2020-05-13,40,723512,97,12202763,0.08247422680412371,0.059290834379066445,11,0.08130940175746179,0.006692222022686383,0.06819264659299648,0.0944261569219271
Black,black,40-64,40 to 64,2020-05-26,2020-05-20,40,723412,103,12201905,0.05825242718446602,0.05928680808447533,12,0.07689803142909757,0.006339289040452228,0.0644730249098112,0.08932303794838393
Black,black,40-64,40 to 64,2020-06-02,2020-05-27,40,723312,108,12201046,0.05555555555555555,0.059282786082439164,13,0.07330531528050052,0.006113968649072148,0.061321936728319114,0.08528869383268194
Black,black,40-64,40 to 64,2020-06-09,2020-06-03,40,723212,122,12200186,0.03278688524590164,0.05927876837287563,14,0.070450092180139,0.005968739717710284,0.05875136233342685,0.08214882202685117
Black,black,40-64,40 to 64,2020-06-16,2020-06-10,40,723111,100,12199328,0.08,0.059274658407413916,15,0.06825465703559774,0.005866070079930192,0.05675715967893457,0.07975215439226092
Black,black,40-64,40 to 64,2020-06-23,2020-06-17,40,723011,120,12198469,0.03333333333333333,0.05927063470014147,16,0.06664476079357776,0.0057795680650273105,0.055316807386124225,0.07797271420103129
Black,black,40-64,40 to 64,2020-06-30,2020-06-24,40,722911,141,12197610,0.028368794326241134,0.059266610426140856,17,0.0655496104398966,0.005692800376962803,0.05439172170104951,0.0767074991787437
Black,black,40-64,40 to 64,2020-07-07,2020-07-01,40,722834,188,12196914,0.03723404255319149,0.05926367932085116,18,0.0649018689994882,0.005597190196535841,0.05393137621427795,0.07587236178469844
Black,black,40-64,40 to 64,2020-07-14,2020-07-08,40,722742,216,12196103,0.08333333333333333,0.059260076763864654,19,0.06463765553640279,0.005489884524530698,0.05387748186832262,0.07539782920448296
Black,black,40-64,40 to 64,2020-07-21,2020-07-15,40,722651,228,12195292,0.08333333333333333,0.059256555726586946,20,0.06469654515380688,0.005371943720267576,0.05416753546208243,0.07522555484553133
Black,black,40-64,40 to 64,2020-07-28,2020-07-22,40,722559,290,12194480,0.09310344827586207,0.059252957075660466,21,0.06502156899398356,0.005246903113712747,0.05473763889110658,0.07530549909686055
Black,black,40-64,40 to 64,2020-08-04,2020-07-29,40,722469,275,12193669,0.08727272727272728,0.05924951710596704,22,0.06555921423833239,0.005119640237323051,0.05552471937317921,0.07559370910348556
Black,black,40-64,40 to 64,2020-08-11,2020-08-05,40,722377,248,12192858,0.056451612903225805,0.059245912648207666,23,0.0662594241073691,0.004995463082822843,0.056468316465036326,0.07605053174970186
Black,black,40-64,40 to 64,2020-08-18,2020-08-12,40,722286,197,12192045,0.06091370558375635,0.05924239944980518,24,0.06707559786072562,0.004879358174064005,0.057512055839560164,0.07663913988189107
Black,black,40-64,40 to 64,2020-08-25,2020-08-19,40,722194,191,12191235,0.078534031413612565,0.05923878917927511,25,0.0679645907971508,0.00477537411994768,0.05860485752205334,0.07732432407224825
Black,black,40-64,40 to 64,2020-09-01,2020-08-26,40,722105,167,12190423,0.059880239520958084,0.059235434242109565,26,0.06888671425450953,0.004686151291229935,0.059701857723698855,0.0780715707853202
Black,black,40-64,40 to 64,2020-09-08,2020-09-02,40,722014,138,12189611,0.07246376811594203,0.05923191478382698,27,0.06980573560978312,0.004612629342461534,0.06076498209855852,0.07884648912100772
Black,black,40-64,40 to 64,2020-09-15,2020-09-09,40,721923,135,12188799,0.07407407407407407,0.05922839485662205,28,0.0706888782790692,0.004553962598020965,0.061763111586948104,0.07961464497119028
Black,black,40-64,40 to 64,2020-09-22,2020-09-16,40,721833,129,12187989,0.09302325581395349,0.05922494678982727,29,0.07150682171758203,0.00450764831149438,0.06267183102705305,0.08034181240811102
Black,black,40-64,40 to 64,2020-09-29,2020-09-23,40,721742,99,12187177,0.0707070707070707,0.059221425929893365,30,0.07223370141965202,0.004469835628285872,0.06347282358821171,0.08099457925109232
Black,black,40-64,40 to 64,2020-10-06,2020-09-30,40,721651,96,12186366,0.041666666666666664,0.05921789974139953,31,0.07284710891872595,0.004435751817613853,0.0641530353562028,0.0815411824812491
Black,black,40-64,40 to 64,2020-10-13,2020-10-07,40,721559,85,12185553,0.047058823529411764,0.05921430073793122,32,0.07332809178736713,0.0044001711670797715,0.06470375629989078,0.08195242727484348
Black,black,40-64,40 to 64,2020-10-20,2020-10-14,40,721468,76,12184742,0.10526315789473684,0.059210773605218724,33,0.07366115363725517,0.004357863112046938,0.06511974193764318,0.08220256533686716
Black,black,40-64,40 to 64,2020-10-27,2020-10-21,40,721376,70,12183931,0.05714285714285714,0.0592071639276355,34,0.0738342541191862,0.004303981222735736,0.06539845092262417,0.08227005731574824
Black,black,40-64,40 to 64,2020-11-03,2020-10-28,40,721286,81,12183120,0.04938271604938271,0.05920371793103901,35,0.07383880892307265,0.004234381996636391,0.06553942020966533,0.08213819763647998
Black,black,40-64,40 to 64,2020-11-10,2020-11-04,40,721195,91,12182308,0.03296703296703297,0.05920019424890587,36,0.07366968977794311,0.004145884115492096,0.0655437569115786,0.08179562264430762
Black,black,40-64,40 to 64,2020-11-17,2020-11-11,40,721103,127,12181497,0.07874015748031496,0.059196583145733235,37,0.0733252244519429,0.004036492765847073,0.06541369863088263,0.08123675027300316
Black,black,40-64,40 to 64,2020-11-24,2020-11-18,40,721012,150,12180686,0.07333333333333333,0.0591930536588826,38,0.07280719675233371,0.0039056215708874156,0.06515217847339438,0.08046221503127304
Black,black,40-64,40 to 64,2020-12-01,2020-11-25,40,720921,200,12179875,0.065,0.05918952370200844,39,0.07212084652549289,0.0037543494410925346,0.06476232162095152,0.07947937143003425
Black,black,40-64,40 to 64,2020-12-08,2020-12-02,40,720831,356,12179063,0.07303370786516854,0.059186080242790436,40,0.07127486965691543,0.0035857522823821244,0.06424679518344646,0.0783029441303844
Black,black,40-64,40 to 64,2020-12-15,2020-12-09,40,720739,491,12178251,0.09979633401221996,0.05918247209718374,41,0.07028141807121185,0.0034053458551312594,0.06360694019515459,0.07695589594726912
Black,black,40-64,40 to 64,2020-12-22,2020-12-16,40,720649,747,12177439,0.08433734939759036,0.059179027708535434,42,0.06915609973210884,0.0032216501472466176,0.06284166544350547,0.07547053402071222
Black,black,40-64,40 to 64,2020-12-29,2020-12-23,40,720558,988,12176629,0.07591093117408906,0.05917549101643813,43,0.06791797864245092,0.0030467979803693508,0.06194625460092699,0.07388970268397484
Black,black,40-64,40 to 64,2021-01-05,2020-12-30,40,720467,1170,12175816,0.05555555555555555,0.05917196843316292,44,0.0665895748441967,0.0028968930229382435,0.06091166451923774,0.07226748516915565
Black,black,40-64,40 to 64,2021-01-12,2021-01-06,40,720376,1232,12175005,0.060064935064935064,0.059168435659780014,45,0.0651968644184232,0.002791439855880031,0.05972564230089834,0.07066808653594807
Black,black,40-64,40 to 64,2021-01-19,2021-01-13,40,720284,1150,12174193,0.06521739130434782,0.05916482513461056,46,0.06376927948532318,0.0027508740356431255,0.05837756637546265,0.06916099259518371
Black,black,40-64,40 to 64,2021-01-26,2021-01-20,40,720194,973,12173383,0.05549845837615622,0.05916136870087797,47,0.0623397082042042,0.002791852111700829,0.05686767806527058,0.06781173834313783
Black,black,40-64,40 to 64,2021-02-02,2021-01-27,40,720102,868,12172571,0.055299539170506916,0.05915775722318646,48,0.06094449477349373,0.002922100182275736,0.05521717841623329,0.06667181113075417
Black,black,40-64,40 to 64,2021-02-09,2021-02-03,40,720011,629,12171759,0.04451510333863275,0.059154227421032574,49,0.059623439430732006,0.0031382603911528787,0.053472449064072364,0.06577442979739165
Black,black,40-64,40 to 64,2021-02-16,2021-02-10,40,719919,561,12170947,0.05525846702317291,0.05915061498501308,50,0.058419798452578275,0.003428182143295462,0.05170056145171917,0.06513903545343738
Black,black,40-64,40 to 64,2021-02-23,2021-02-17,40,719830,452,12170136,0.07079646017699115,0.059147243711984814,51,0.05738028415480623,0.003775404169268024,0.0499804919830409,0.06478007632657155
Black,black,40-64,40 to 64,2021-03-02,2021-02-24,40,719738,282,12169324,0.04609929078014184,0.05914363032819243,52,0.05655506489230766,0.004162867398485715,0.04839584479127566,0.06471428499333966
Black,black,40-64,40 to 64,2021-03-09,2021-03-03,40,719647,207,12168513,0.05314009661835749,0.059140093781384795,53,0.05599776505908882,0.004574834356994984,0.04703108971937865,0.06496444039879899
Black,black,40-64,40 to 64,2021-03-16,2021-03-10,40,719555,164,12167702,0.06707317073170732,0.05913647457835506,54,0.05576546508827418,0.004997491139335027,0.045970382455177525,0.06556054772137083
Black,black,40-64,40 to 64,2021-03-23,2021-03-17,40,719466,140,12166890,0.05714285714285714,0.059133106323801726,55,0.05591870145210409,0.005418961658895551,0.04529753660066881,0.06653986630353936
Black,black,40-64,40 to 64,2021-03-30,2021-03-24,40,719375,108,12166078,0.07407407407407407,0.05912957322811838,56,0.056521466661933584,0.005829202896567749,0.0450962289846608,0.06794670433920637
Black,black,40-64,40 to 64,2021-04-06,2021-03-31,40,719283,84,12165268,0.023809523809523808,0.05912594773908803,57,0.05764120926823768,0.006220001488673367,0.04545000635043788,0.06983241218603747
Black,black,40-64,40 to 64,2021-04-13,2021-04-07,40,719192,84,12164456,0.07142857142857142,0.05912241369445539,58,0.059348833860603856,0.006585164660712272,0.046441911125607804,0.07225575659559991
Black,black,40-64,40 to 64,2021-04-20,2021-04-14,40,719101,69,12163645,0.07246376811594203,0.05911887431769013,59,0.06171870106773869,0.006920954264238855,0.04815363070983054,0.07528377142564685
Black,black,40-64,40 to 64,2021-04-27,2021-04-21,40,719010,63,12162834,0.09523809523809523,0.05911533446892394,60,0.06482862755746321,0.007226805777955061,0.050664088232671295,0.07899316688225513
Black,black,40-64,40 to 64,2021-05-04,2021-04-28,40,718918,58,12162022,0.06896551724137931,0.059111716785251664,61,0.06875988603671712,0.007506373703586326,0.054047393577687924,0.08347237849574632
Black,black,40-64,40 to 64,2021-05-11,2021-05-05,40,718828,54,12161212,0.1111111111111111,0.059108253355011,62,0.07359720525155344,0.007768924349927219,0.05837011352569609,0.08882429697741079
Black,black,40-64,40 to 64,2021-05-18,2021-05-12,40,718736,42,12160399,0.09523809523809523,0.059104639576382324,63,0.07942876998714432,0.008031021993728188,0.06368796687943708,0.09516957309485156
Black,black,40-64,40 to 64,2021-05-25,2021-05-19,40,718646,54,12159588,0.14814814814814814,0.05910118007287747,64,0.086346221067779,0.008318279676403757,0.07004239290202764,0.10265004923353037
Black,black,40-64,40 to 64,2021-06-01,2021-05-26,40,718555,33,12158776,0.09090909090909091,0.0590976427232478,65,0.0944446553568592,0.008666644690308117,0.0774580317638553,0.1114312789498631
Black,black,40-64,40 to 64,2021-06-08,2021-06-02,40,718463,44,12157965,0.1590909090909091,0.059094017789983765,66,0.10382262575690504,0.009122345021732262,0.0859428295143098,0.12170242199950028
Black,black,40-64,40 to 64,2021-06-15,2021-06-09,40,718372,34,12157153,0.14705882352941177,0.05909047948972922,67,0.11458214120955512,0.009739557467479969,0.09549260857329439,0.13367167384581585
Black,black,40-64,40 to 64,2021-06-22,2021-06-16,40,718282,24,12156342,0.041666666666666664,0.05908701811778576,68,0.12682866669556025,0.010575548745418122,0.10610059115454074,0.14755674223657977
Black,black,40-64,40 to 64,2021-06-29,2021-06-23,40,718191,40,12155529,0.15,0.05908348373814089,69,0.14067112323479192,0.011684514619472322,0.11776947458062617,0.16357277188895766
Black,black,40-64,40 to 64,2021-07-06,2021-06-30,40,718099,34,12154720,0.08823529411764706,0.05907984717048192,70,0.15622188788623426,0.013112529569711345,0.13052132992960003,0.18192244584286849
Black,black,40-64,40 to 64,2021-07-13,2021-07-07,40,718008,40,12153908,0.25,0.059076306978792334,71,0.17359679374799208,0.014895557296671365,0.1444015014465162,0.20279208604946797
Black,black,40-64,40 to 64,2021-07-20,2021-07-14,40,717918,58,12153096,0.1206896551724138,0.059072848597591925,72,0.19291512995728022,0.017060600202757344,0.15947635355987583,0.2263539063546846
Black,black,40-64,40 to 64,2021-07-27,2021-07-21,40,717827,85,12152284,0.21176470588235294,0.059069307465164575,73,0.21429964169043547,0.019628544696119066,0.1758276940860421,0.25277158929482885
Black,black,65+,65 and over,2020-03-10,2020-03-04,65,310997,4,5928062,0,0.052461833226440616,1,0.1344247101501007,0.014195617363294813,0.10660130011804288,0.16224812018215853
Black,black,65+,65 and over,2020-03-17,2020-03-11,65,311187,14,5931069,0.14285714285714285,0.052467270234084276,2,0.12793008368012007,0.012125297069309747,0.10416450142427297,0.15169566593596717
Black,black,65+,65 and over,2020-03-24,2020-03-18,65,311379,48,5934075,0.041666666666666664,0.05247304761062171,3,0.1218446432830721,0.010303744793740511,0.10164930348734069,0.1420399830788035
Black,black,65+,65 and over,2020-03-31,2020-03-25,65,311569,133,5937081,0.08270676691729323,0.05247848227100153,4,0.11614967678461323,0.008721872408384422,0.09905480686417976,0.1332445467050467
Black,black,65+,65 and over,2020-04-07,2020-04-01,65,311761,266,5940088,0.12030075187969924,0.052484239290731045,5,0.1108269700239958,0.007372241439611139,0.09637737680235797,0.12527656324563363
Black,black,65+,65 and over,2020-04-14,2020-04-08,65,311951,348,5943095,0.1206896551724138,0.05248965395976339,6,0.10585880685406789,0.006248714021084406,0.09361132737274246,0.11810628633539332
Black,black,65+,65 and over,2020-04-21,2020-04-15,65,312142,411,5946101,0.10948905109489052,0.0524952401582146,7,0.10122796914127338,0.005345187168387483,0.09075140229123392,0.11170453599131284
Black,black,65+,65 and over,2020-04-28,2020-04-22,65,312334,424,5949108,0.08018867924528301,0.05250097997884725,8,0.09691773676565198,0.004652832231795748,0.08779818559133232,0.10603728793997164
Black,black,65+,65 and over,2020-05-05,2020-04-29,65,312524,418,5952114,0.10047846889952153,0.0525063868064355,9,0.09291188762083916,0.004155943230073345,0.0847662388898954,0.10105753635178291
Black,black,65+,65 and over,2020-05-12,2020-05-06,65,312716,441,5955122,0.1111111111111111,0.052512106385058106,10,0.0891946976140662,0.003828367769670852,0.08169109678551134,0.09669829844262107
Black,black,65+,65 and over,2020-05-19,2020-05-13,65,312908,397,5958128,0.09319899244332494,0.05251783781751584,11,0.08575094066616017,0.0036339330481902888,0.0786284318917072,0.09287344944061313
Black,black,65+,65 and over,2020-05-26,2020-05-20,65,313099,361,5961134,0.0664819944598338,0.05252339571631841,12,0.08256588871154395,0.0035320826670673234,0.075643006684092,0.0894887707389959
Black,black,65+,65 and over,2020-06-02,2020-05-27,65,313290,314,5964140,0.08598726114649681,0.052528948012622104,13,0.07962531169823621,0.0034853772070454732,0.07279397237242709,0.08645665102404533
Black,black,65+,65 and over,2020-06-09,2020-06-03,65,313480,318,5967147,0.09433962264150944,0.05253431832666432,14,0.07691547758785143,0.0034644709441092663,0.07012511453739727,0.08370584063830559
Black,black,65+,65 and over,2020-06-16,2020-06-10,65,313672,321,5970153,0.0778816199376947,0.05254002703113304,15,0.07442315235559989,0.0034493043786890244,0.0676625157733694,0.08118378893783038
Black,black,65+,65 and over,2020-06-23,2020-06-17,65,313863,333,5973160,0.06906906906906907,0.05254555377723014,16,0.07213559999028762,0.003427886767309264,0.06541694192636147,0.07885425805421378
Black,black,65+,65 and over,2020-06-30,2020-06-24,65,314054,402,5976166,0.05721393034825871,0.052551083755036254,17,0.07004058249431651,0.003394317594486494,0.06338772000912297,0.07669344497951004
Black,black,65+,65 and over,2020-07-07,2020-07-01,65,314225,465,5978827,0.060215053763440864,0.0525562957416229,18,0.06812635988368419,0.0033469417080764156,0.061566354135854415,0.07468636563151397
Black,black,65+,65 and over,2020-07-14,2020-07-08,65,314424,579,5981932,0.06390328151986183,0.05256228255352953,19,0.06638169018798412,0.0032869050556615558,0.059939356278887475,0.07282402409708078
Black,black,65+,65 and over,2020-07-21,2020-07-15,65,314624,635,5985038,0.05354330708661417,0.05256842145363154,20,0.0647958294504056,0.0032170903392019492,0.058490332385569783,0.07110132651524143
Black,black,65+,65 and over,2020-07-28,2020-07-22,65,314822,690,5988141,0.05507246376811594,0.05257424633120696,21,0.0633585317277336,0.0031413316265520314,0.057201521739691626,0.06951554171577559
Black,black,65+,65 and over,2020-08-04,2020-07-29,65,315022,734,5991247,0.05449591280653951,0.052580372666992364,22,0.06206004909034903,0.003063810632776765,0.05605498025010657,0.06806511793059149
Black,black,65+,65 and over,2020-08-11,2020-08-05,65,315222,658,5994350,0.05167173252279635,0.052586518972031995,23,0.06089113162222853,0.002988566308726792,0.05503354165712401,0.06674872158733304
Black,black,65+,65 and over,2020-08-18,2020-08-12,65,315421,605,5997456,0.05785123966942149,0.05259246587219648,24,0.05984302742094448,0.002919082977262239,0.05412162478551049,0.06556443005637846
Black,black,65+,65 and over,2020-08-25,2020-08-19,65,315620,561,6000561,0.0677361853832442,0.052598415381495164,25,0.05890748259766517,0.00285795354829607,0.05330589364300487,0.06450907155232546
Black,black,65+,65 and over,2020-09-01,2020-08-26,65,315819,519,6003664,0.0905587668593449,0.05260437626089668,26,0.05807674127715467,0.0028066378518112863,0.05257573108760455,0.06357775146670479
Black,black,65+,65 and over,2020-09-08,2020-09-02,65,316020,397,6006769,0.07304785894206549,0.05261064642239447,27,0.05734354559777272,0.0027653451739884046,0.05192346905675545,0.06276362213879
Black,black,65+,65 and over,2020-09-15,2020-09-09,65,316218,364,6009874,0.038461538461538464,0.05261641092641876,28,0.05670113571147502,0.0027330603682351275,0.051344337389734165,0.06205793403321587
Black,black,65+,65 and over,2020-09-22,2020-09-16,65,316419,304,6012978,0.06907894736842106,0.05262267714932601,29,0.05614324978381298,0.0027077079022719127,0.05083614229536003,0.06145035727226593
Black,black,65+,65 and over,2020-09-29,2020-09-23,65,316617,299,6016084,0.06688963210702341,0.05262842074678479,30,0.0556641239939338,0.002686419910269856,0.05039874096980488,0.06092950701806272
Black,black,65+,65 and over,2020-10-06,2020-09-30,65,316817,262,6019188,0.05343511450381679,0.05263450817618589,31,0.05525849253458057,0.0026658567272042394,0.05003341334926026,0.060483571719900875
Black,black,65+,65 and over,2020-10-13,2020-10-07,65,317015,242,6022292,0.049586776859504134,0.05264025723096788,32,0.05492158761209201,0.0026425285403303233,0.049742231673044576,0.060100943551139444
Black,black,65+,65 and over,2020-10-20,2020-10-14,65,317215,206,6025397,0.043689320388349516,0.05264632355345216,33,0.05464913944640279,0.0026130815956946995,0.04952749951884118,0.0597707793739644
Black,black,65+,65 and over,2020-10-27,2020-10-21,65,317415,226,6028503,0.02654867256637168,0.05265237489307047,34,0.05443737627104332,0.0025745329391460054,0.04939129171031715,0.059483460831769495
Black,black,65+,65 and over,2020-11-03,2020-10-28,65,317613,242,6031607,0.049586776859504134,0.05265810587460357,35,0.05428302433313983,0.002524455932287673,0.04933509070585599,0.059230957960423665
Black,black,65+,65 and over,2020-11-10,2020-11-04,65,317814,262,6034713,0.04198473282442748,0.05266431063084524,36,0.05418330789341427,0.0024611312257956496,0.0493594906908548,0.05900712509597374
Black,black,65+,65 and over,2020-11-17,2020-11-11,65,318013,417,6037816,0.06235011990407674,0.05267020392804286,37,0.05413594922618449,0.0023836850447873903,0.049463926538401204,0.05880797191396778
Black,black,65+,65 and over,2020-11-24,2020-11-18,65,318213,513,6040921,0.06042884990253411,0.05267623926881348,38,0.054139168619364055,0.0022922409764566053,0.04964637630550911,0.058631960933219
Black,black,65+,65 and over,2020-12-01,2020-11-25,65,318411,743,6044026,0.06191117092866756,0.052681937503247005,39,0.05419168437446242,0.002188115115236637,0.049902978748598614,0.05848039000032623
Black,black,65+,65 and over,2020-12-08,2020-12-02,65,318611,1225,6047131,0.05551020408163265,0.052687960621326045,40,0.05429271280658478,0.002074087253993954,0.05022750178875663,0.058357923824412926
Black,black,65+,65 and over,2020-12-15,2020-12-09,65,318810,1750,6050237,0.04171428571428572,0.05269380356505043,41,0.05444196824443202,0.0019547765612841182,0.05061060618431514,0.05827333030454889
Black,black,65+,65 and over,2020-12-22,2020-12-16,65,319009,2521,6053340,0.05474018246727489,0.05269966663032309,42,0.054639663030301,0.0018371178372265505,0.051038912069336966,0.05824041399126504
Black,black,65+,65 and over,2020-12-29,2020-12-23,65,319209,3187,6056445,0.0671477878882962,0.05270567139633894,43,0.05488650752008438,0.0017308239549837802,0.05149409256831617,0.05827892247185259
Black,black,65+,65 and over,2021-01-05,2020-12-30,65,319407,3714,6059550,0.05196553581044696,0.05271133995098646,44,0.0551837100832704,0.0016484576671116336,0.0519527330557316,0.0584146871108092
Black,black,65+,65 and over,2021-01-12,2021-01-06,65,319608,3815,6062656,0.05871559633027523,0.05271748883657592,45,0.055532977102943346,0.0016043576016068308,0.05238843620379396,0.058677518002092734
Black,black,65+,65 and over,2021-01-19,2021-01-13,65,319806,3493,6065760,0.05468079015173204,0.05272315422964311,46,0.05593651297578324,0.001611690068091837,0.05277760044232324,0.05909542550924324
Black,black,65+,65 and over,2021-01-26,2021-01-20,65,320007,2883,6068864,0.060353798126951096,0.05272930815388185,47,0.056397020112065765,0.0016782803194257956,0.053107590685991204,0.059686449538140326
Black,black,65+,65 and over,2021-02-02,2021-01-27,65,320206,2313,6071968,0.054474708171206226,0.052735126403828214,48,0.056917698935662356,0.001803945350180098,0.053381966049309365,0.06045343182201535
Black,black,65+,65 and over,2021-02-09,2021-02-03,65,320405,1839,6075073,0.0478520935290919,0.05274093002668445,49,0.057502247884040736,0.0019814841334242768,0.053618538982529156,0.061385956785552316
Black,black,65+,65 and over,2021-02-16,2021-02-10,65,320604,1366,6078178,0.055636896046852125,0.05274672772005032,50,0.058154863408263674,0.002200084221109967,0.05384269833488814,0.06246702848163921
Black,black,65+,65 and over,2021-02-23,2021-02-17,65,320804,985,6081284,0.04467005076142132,0.0527526752573963,51,0.05888023997299052,0.0024484200952082052,0.054081336586382436,0.06367914335959861
Black,black,65+,65 and over,2021-03-02,2021-02-24,65,321003,710,6084386,0.06901408450704226,0.052758487051939175,52,0.05968357005647576,0.002716261890928075,0.05435969675025673,0.06500744336269479
Black,black,65+,65 and over,2021-03-09,2021-03-03,65,321201,473,6087492,0.04439746300211417,0.05276409398156088,53,0.06057054415057006,0.0029949434046423916,0.05470045507747097,0.06644063322366915
Black,black,65+,65 and over,2021-03-16,2021-03-10,65,321402,333,6090597,0.04804804804804805,0.05277019641916876,54,0.06154735076071971,0.00327733773864474,0.05512376879297602,0.0679709327284634
Black,black,65+,65 and over,2021-03-23,2021-03-17,65,321601,304,6093702,0.08881578947368421,0.052775964430160846,55,0.062620676405967,0.0035577435558506376,0.055647499036499744,0.06959385377543424
Black,black,65+,65 and over,2021-03-30,2021-03-24,65,321801,204,6096807,0.08333333333333333,0.052781890586334784,56,0.06379770561894976,0.0038318527197537693,0.056287274288232374,0.07130813694966714
Black,black,65+,65 and over,2021-04-06,2021-03-31,65,321999,174,6099911,0.04597701149425287,0.05278749148962993,57,0.06508612094590185,0.0040968559631484,0.05705628325813099,0.07311595863367272
Black,black,65+,65 and over,2021-04-13,2021-04-07,65,322199,161,6103015,0.06832298136645963,0.052793414402553494,58,0.06649410294665262,0.00435170262418055,0.05796476580325874,0.0750234400900465
Black,black,65+,65 and over,2021-04-20,2021-04-14,65,322398,143,6106121,0.08391608391608392,0.05279915022974487,59,0.06803033019462762,0.004597517981103184,0.05901919495166538,0.07704146543758986
Black,black,65+,65 and over,2021-04-27,2021-04-21,65,322598,136,6109225,0.09558823529411764,0.05280506119843352,60,0.06970397927684768,0.004838171006224978,0.06022116410464673,0.07918679444904864
Black,black,65+,65 and over,2021-05-04,2021-04-28,65,322798,109,6112330,0.08256880733944955,0.052810957523563025,61,0.07152472479393013,0.005080960127012842,0.06156604294498496,0.0814834066428753
Black,black,65+,65 and over,2021-05-11,2021-05-05,65,322998,105,6115435,0.08571428571428572,0.05281684786119058,62,0.0735027393600875,0.0053373325697162735,0.0630415675234436,0.0839639111967314
Black,black,65+,65 and over,2021-05-18,2021-05-12,65,323195,93,6118539,0.08602150537634409,0.052822250540529365,63,0.07564869360312837,0.005623469973938302,0.0646266924542093,0.08667069475204744
Black,black,65+,65 and over,2021-05-25,2021-05-19,65,323394,102,6121644,0.12745098039215685,0.052827965820946135,64,0.07797375616445695,0.005960479752875991,0.06629121584882001,0.08965629648009389
