race_cat,race,age_bin,age_cat,date,date_start,age,pop,all_covid,all_pop,covid_prop,pop_prop,week_from_start,lm_mean,lm_se,lm_lower,lm_upper
Latino,hispanic,40-64,40 to 64,2020-09-22,2020-09-16,40,4336251,129,12187989,0.627906976744186,0.3557806788306094,29,0.7092048844829588,0.009309809271423783,0.6909576583109682,0.7274521106549494
Latino,hispanic,40-64,40 to 64,2020-09-29,2020-09-23,40,4337591,99,12187177,0.7272727272727273,0.3559143352065864,30,0.7053628415945181,0.009231713367665205,0.6872686833938944,0.7234569997951419
Latino,hispanic,40-64,40 to 64,2020-10-06,2020-09-30,40,4338934,96,12186366,0.8125,0.3560482263539434,31,0.7015604910635688,0.009161318839371888,0.6836043061383998,0.7195166759887377
Latino,hispanic,40-64,40 to 64,2020-10-13,2020-10-07,40,4340276,85,12185553,0.6705882352941176,0.3561821117186885,32,0.6978554550555621,0.009087832833513622,0.6800433027018754,0.7156676074092488
Latino,hispanic,40-64,40 to 64,2020-10-20,2020-10-14,40,4341616,76,12184742,0.618421052631579,0.35631579232453175,33,0.6942977190305633,0.009000452475557077,0.6766568321784714,0.7119386058826551
Latino,hispanic,40-64,40 to 64,2020-10-27,2020-10-21,40,4342959,70,12183931,0.7142857142857143,0.35644973695271254,34,0.6909296317432521,0.00888916825859807,0.6735068619563999,0.7083524015301043
Latino,hispanic,40-64,40 to 64,2020-11-03,2020-10-28,40,4344302,81,12183120,0.6666666666666666,0.3565836994136149,35,0.6877859052429227,0.00874542245687451,0.6706448772274487,0.7049269332583967
Latino,hispanic,40-64,40 to 64,2020-11-10,2020-11-04,40,4345643,91,12182308,0.6373626373626373,0.35671754481991425,36,0.6848936148734833,0.00856264457860091,0.6681108314994255,0.7016763982475411
Latino,hispanic,40-64,40 to 64,2020-11-17,2020-11-11,40,4346984,127,12181497,0.6535433070866141,0.35685137877553147,37,0.6822721992734572,0.008336714663318508,0.6659322385333529,0.6986121600135614
Latino,hispanic,40-64,40 to 64,2020-11-24,2020-11-18,40,4348326,150,12180686,0.6333333333333333,0.35698531264987865,38,0.6799334603759801,0.008066421645761908,0.6641232739502868,0.6957436468016734
Latino,hispanic,40-64,40 to 64,2020-12-01,2020-11-25,40,4349668,200,12179875,0.645,0.3571192643602664,39,0.677881563408805,0.007753993838809612,0.6626837354847381,0.6930793913328719
Latino,hispanic,40-64,40 to 64,2020-12-08,2020-12-02,40,4351009,356,12179063,0.6657303370786517,0.3572531811355274,40,0.6761130368942948,0.007405784022330489,0.661597700210527,0.6906283735780626
Latino,hispanic,40-64,40 to 64,2020-12-15,2020-12-09,40,4352352,491,12178251,0.6272912423625254,0.3573872799961177,41,0.6746167726494311,0.007033184095942768,0.6608317318213832,0.688401813477479
Latino,hispanic,40-64,40 to 64,2020-12-22,2020-12-16,40,4353694,747,12177439,0.6572958500669344,0.3575213146212434,42,0.6733740257858064,0.0066537906991632765,0.6603325960154464,0.6864154555561665
Latino,hispanic,40-64,40 to 64,2020-12-29,2020-12-23,40,4355036,988,12176629,0.6720647773279352,0.35765530837804127,43,0.6723584147096304,0.006292662187834749,0.6600247968214743,0.6846920325977865
Latino,hispanic,40-64,40 to 64,2021-01-05,2020-12-30,40,4356377,1170,12175816,0.6974358974358974,0.3577893259885005,44,0.6715359211217256,0.005983058051468164,0.659809127340848,0.6832627149026032
Latino,hispanic,40-64,40 to 64,2021-01-12,2021-01-06,40,4357718,1232,12175005,0.6931818181818182,0.3579233027009024,45,0.6708648900175276,0.005765261807276684,0.6595649768752653,0.6821648031597899
Latino,hispanic,40-64,40 to 64,2021-01-19,2021-01-13,40,4359061,1150,12174193,0.6721739130434783,0.35805749095648476,46,0.6702960296870877,0.005681479749927304,0.6591603293772301,0.6814317299969452
Latino,hispanic,40-64,40 to 64,2021-01-26,2021-01-20,40,4360403,973,12173383,0.6885919835560124,0.358191556118788,47,0.6697724117150721,0.005766113254150406,0.6584708297369373,0.6810739936932069
Latino,hispanic,40-64,40 to 64,2021-02-02,2021-01-27,40,4361744,868,12172571,0.6854838709677419,0.35832561584565825,48,0.66922947098076,0.0060351193103529875,0.6574006371324682,0.6810583048290518
Latino,hispanic,40-64,40 to 64,2021-02-09,2021-02-03,40,4363087,629,12171759,0.7011128775834659,0.35845985777404893,49,0.6685950056580447,0.0064815628165124485,0.6558911425376803,0.6812988687784092
Latino,hispanic,40-64,40 to 64,2021-02-16,2021-02-10,40,4364429,561,12170947,0.6470588235294118,0.35859403545180174,50,0.6677891772154341,0.007080348708748491,0.653911693746287,0.6816666606845811
Latino,hispanic,40-64,40 to 64,2021-02-23,2021-02-17,40,4365769,452,12170136,0.6371681415929203,0.3587280372216054,51,0.666724510416052,0.007797478931263618,0.6514414517107753,0.6820075691213286
Latino,hispanic,40-64,40 to 64,2021-03-02,2021-02-24,40,4367111,282,12169324,0.6808510638297872,0.35886225068869887,52,0.6653058933176346,0.008597720767901223,0.6484543606125481,0.682157426022721
Latino,hispanic,40-64,40 to 64,2021-03-09,2021-03-03,40,4368454,207,12168513,0.6280193236714976,0.3589965347450424,53,0.6634305772725315,0.009448571043879908,0.6449113780265269,0.6819497765185362
Latino,hispanic,40-64,40 to 64,2021-03-16,2021-03-10,40,4369796,164,12167702,0.7073170731707317,0.35913075451716353,54,0.6609881769277095,0.010321499400075247,0.640758038103562,0.681218315751857
Latino,hispanic,40-64,40 to 64,2021-03-23,2021-03-17,40,4371136,140,12166890,0.7142857142857143,0.3592648573300161,55,0.6578606702247485,0.01119197772479964,0.6359243938841412,0.6797969465653557
Latino,hispanic,40-64,40 to 64,2021-03-30,2021-03-24,40,4372480,108,12166078,0.6296296296296297,0.35939930682673576,56,0.6539223983998408,0.012039263807048329,0.630325441338026,0.6775193554616555
Latino,hispanic,40-64,40 to 64,2021-04-06,2021-03-31,40,4373821,84,12165268,0.5952380952380952,0.35953346855983775,57,0.6490400659837929,0.012846394289425753,0.6238611331765185,0.6742189987910674
Latino,hispanic,40-64,40 to 64,2021-04-13,2021-04-07,40,4375161,84,12164456,0.5833333333333334,0.35966762508738576,58,0.64307274080203225,0.01360057901052776,0.6164156059413979,0.6697298756626666
Latino,hispanic,40-64,40 to 64,2021-04-20,2021-04-14,40,4376504,69,12163645,0.463768115942029,0.35980201658302263,59,0.6358718539745918,0.014294097437018117,0.6078554229980363,0.6638882849511473
Latino,hispanic,40-64,40 to 64,2021-04-27,2021-04-21,40,4377847,63,12162834,0.5079365079365079,0.3599364260007166,60,0.627281199916121,0.014925783642619667,0.5980266639765864,0.6565357358556555
Latino,hispanic,40-64,40 to 64,2021-05-04,2021-04-28,40,4379188,58,12162022,0.4827586206896552,0.36007071850388034,61,0.6171369363358883,0.01550318540206878,0.5867506929478334,0.6475231797239431
Latino,hispanic,40-64,40 to 64,2021-05-11,2021-05-05,40,4380529,54,12161212,0.6296296296296297,0.360204969702033,62,0.6052675842377715,0.01604544075843495,0.573818520351239,0.636716648124304
Latino,hispanic,40-64,40 to 64,2021-05-18,2021-05-12,40,4381872,42,12160399,0.5476190476190477,0.36033949214988753,63,0.5914940279202661,0.01658676051225302,0.5589839773162502,0.624004078524282
Latino,hispanic,40-64,40 to 64,2021-05-25,2021-05-19,40,4383213,54,12159588,0.5555555555555556,0.3604738088165487,64,0.5756295149764767,0.01718004420535776,0.5419566283339755,0.609302401618978
Latino,hispanic,40-64,40 to 64,2021-06-01,2021-05-26,40,4384554,33,12158776,0.5757575757575758,0.3606081730595251,65,0.5574796562941273,0.01789953508223393,0.5223965675329488,0.5925627450553058
Latino,hispanic,40-64,40 to 64,2021-06-08,2021-06-02,40,4385896,44,12157965,0.4772727272727273,0.3607426078295175,66,0.5368424260555562,0.018840709476799097,0.49991463548103,0.5737702166300824
Latino,hispanic,40-64,40 to 64,2021-06-15,2021-06-09,40,4387239,34,12157153,0.4411764705882353,0.3608771724761546,67,0.5135081617377084,0.020115460689134734,0.4740818587870043,0.5529344646884125
Latino,hispanic,40-64,40 to 64,2021-06-22,2021-06-16,40,4388581,24,12156342,0.5416666666666666,0.3610116431406751,68,0.487259564112156,0.02184206374517435,0.4444491191716142,0.5300700090526977
Latino,hispanic,40-64,40 to 64,2021-06-29,2021-06-23,40,4389922,40,12155529,0.55,0.36114610890237686,69,0.4578716972450758,0.024132451118482907,0.4105720930528493,0.5051713014373023
Latino,hispanic,40-64,40 to 64,2021-07-06,2021-06-30,40,4391264,34,12154720,0.4411764705882353,0.36128055603090814,70,0.42511198849725673,0.027081782101019036,0.3720316955792594,0.47819228141525405
Latino,hispanic,40-64,40 to 64,2021-07-13,2021-07-07,40,4392606,40,12153908,0.325,0.3614151102674136,71,0.3887402285241155,0.030764333825679856,0.328442134225783,0.449038322822448
Latino,hispanic,40-64,40 to 64,2021-07-20,2021-07-14,40,4393948,58,12153096,0.5,0.3615496824841999,72,0.3485085712756639,0.03523587533185991,0.2794462556252185,0.41757088692610933
Latino,hispanic,40-64,40 to 64,2021-07-27,2021-07-21,40,4395289,85,12152284,0.3058823529411765,0.3616841903958137,73,0.3041615339965489,0.04053954407456954,0.2247040276103926,0.38361904038270517
Latino,hispanic,65+,65 and over,2020-03-10,2020-03-04,65,1238839,4,5928062,0,0.20897875224651835,1,0.0820580732669958,0.03366081771608509,0.01608287054346902,0.14803327599052257
Latino,hispanic,65+,65 and over,2020-03-17,2020-03-11,65,1240042,14,5931069,0.14285714285714285,0.2090756320656529,2,0.1328831401852441,0.028751649467444136,0.0765299072290536,0.1892363731414346
Latino,hispanic,65+,65 and over,2020-03-24,2020-03-18,65,1241244,48,5934075,0.20833333333333334,0.20917228043123823,3,0.1787266409235379,0.02443236292011889,0.13083920960010487,0.22661407224697094
Latino,hispanic,65+,65 and over,2020-03-31,2020-03-25,65,1242450,133,5937081,0.2631578947368421,0.20926950466062363,4,0.21988304679862505,0.02068140819579253,0.1793474867348717,0.2604186068623784
Latino,hispanic,65+,65 and over,2020-04-07,2020-04-01,65,1243652,266,5940088,0.23308270676691728,0.2093659218516628,5,0.2566386464224443,0.017481147096805243,0.22237559811270605,0.2909016947321826
Latino,hispanic,65+,65 and over,2020-04-14,2020-04-08,65,1244856,348,5943095,0.3132183908045977,0.20946257800018342,6,0.28927154570212626,0.01481702544107232,0.26023017583762453,0.318312915566628
Latino,hispanic,65+,65 and over,2020-04-21,2020-04-15,65,1246058,411,5946101,0.2895377128953771,0.20955883527710006,7,0.31805166783999195,0.012674571758933892,0.2932095071924815,0.3428938284875024
Latino,hispanic,65+,65 and over,2020-04-28,2020-04-22,65,1247264,424,5949108,0.33726415094339623,0.209655632407413,8,0.34324075333355436,0.011032851450544511,0.32161636449048714,0.3648651421766216
Latino,hispanic,65+,65 and over,2020-05-05,2020-04-29,65,1248467,418,5952114,0.3373205741626794,0.20975186295154966,9,0.3650923599755174,0.00985462230530477,0.34577730025712006,0.3844074196939148
Latino,hispanic,65+,65 and over,2020-05-12,2020-05-06,65,1249670,441,5955122,0.35827664399092973,0.20984792586952877,10,0.383851862853776,0.00907787145476538,0.36605923480243585,0.4016444909051161
Latino,hispanic,65+,65 and over,2020-05-19,2020-05-13,65,1250873,397,5958128,0.37279596977329976,0.2099439622646576,11,0.3997564543514165,0.008616825517139744,0.3828674763378226,0.4166454323650104
Latino,hispanic,65+,65 and over,2020-05-26,2020-05-20,65,1252077,361,5961134,0.4155124653739612,0.21004006955723525,12,0.41303514414671677,0.008375316674970008,0.39661952346377555,0.429450764829658
Latino,hispanic,65+,65 and over,2020-06-02,2020-05-27,65,1253281,314,5964140,0.4267515923566879,0.2101360799712951,13,0.42390875921314536,0.008264568129421966,0.4077102056794783,0.4401073127468124
Latino,hispanic,65+,65 and over,2020-06-09,2020-06-03,65,1254484,318,5967147,0.4371069182389937,0.21023179083739682,14,0.4325899438193625,0.008214994948642963,0.4164885537200223,0.4486913339187027
Latino,hispanic,65+,65 and over,2020-06-16,2020-06-10,65,1255687,321,5970153,0.49221183800623053,0.21032744051953106,15,0.4392831595292193,0.00817903180727865,0.42325225718695314,0.4553140618714855
Latino,hispanic,65+,65 and over,2020-06-23,2020-06-17,65,1256891,333,5973160,0.44144144144144143,0.21042312611749894,16,0.44418468520175836,0.008128246110952954,0.42825332282429057,0.46011604757922614
Latino,hispanic,65+,65 and over,2020-06-30,2020-06-24,65,1258095,402,5976166,0.5099502487562189,0.21051875065050069,17,0.4474826169912134,0.008048646486762692,0.4317072698771585,0.46325796410526826
Latino,hispanic,65+,65 and over,2020-07-07,2020-07-01,65,1259185,465,5978827,0.4817204301075269,0.2106073649563702,18,0.44935686834700944,0.00793630821814248,0.4338017042394502,0.4649120324545687
Latino,hispanic,65+,65 and over,2020-07-14,2020-07-08,65,1260456,579,5981932,0.49740932642487046,0.21071051961138976,19,0.4499791700137624,0.007793948589709135,0.43470303077793254,0.4652553092495923
Latino,hispanic,65+,65 and over,2020-07-21,2020-07-15,65,1261727,635,5985038,0.48031496062992124,0.2108135320109914,20,0.4495130700312801,0.007628403098836484,0.4345613999575606,0.4644647401049996
Latino,hispanic,65+,65 and over,2020-07-28,2020-07-22,65,1262998,690,5988141,0.43478260869565216,0.2109165432143298,21,0.44811393373456093,0.007448763133088473,0.4335143579937075,0.46271350947541434
Latino,hispanic,65+,65 and over,2020-08-04,2020-07-29,65,1264269,734,5991247,0.46185286103542234,0.21101934205016085,22,0.44592894375379455,0.007264944425253609,0.43168965268029746,0.46016823482729163
Latino,hispanic,65+,65 and over,2020-08-11,2020-08-05,65,1265541,658,5994350,0.4331306990881459,0.21112230683894,23,0.4430971000143626,0.007086524183907493,0.4292075126139039,0.4569866874148213
Latino,hispanic,65+,65 and over,2020-08-18,2020-08-12,65,1266811,605,5997456,0.4380165289256198,0.21122472595046968,24,0.4397492197368372,0.006921764477099519,0.42618256136172217,0.4533158781119523
Latino,hispanic,65+,65 and over,2020-08-25,2020-08-19,65,1268082,561,6000561,0.42602495543672014,0.21132724090297558,25,0.4360079374369814,0.006776813643834666,0.4227253826950655,0.4492904921788973
Latino,hispanic,65+,65 and over,2020-09-01,2020-08-26,65,1269353,519,6003664,0.3834296724470135,0.21142972025083348,26,0.43198770492575067,0.006655133250432789,0.4189436437549024,0.44503176609659895
Latino,hispanic,65+,65 and over,2020-09-08,2020-09-02,65,1270624,397,6006769,0.3778337531486146,0.2115320232890594,27,0.42779479130929093,0.006557219558788845,0.4149426409740648,0.44064694164451707
Latino,hispanic,65+,65 and over,2020-09-15,2020-09-09,65,1271897,364,6009874,0.4065934065934066,0.21163455340328266,28,0.42352728298893905,0.006480665441158835,0.4108251787242677,0.4362293872536104
Latino,hispanic,65+,65 and over,2020-09-22,2020-09-16,65,1273167,304,6012978,0.40460526315789475,0.2117365139203902,29,0.41927508366122335,0.0064205493705716135,0.406690806894903,0.4318593604275437
Latino,hispanic,65+,65 and over,2020-09-29,2020-09-23,65,1274439,299,6016084,0.38127090301003347,0.2118386312425159,30,0.4151199143178644,0.006370071029264983,0.402634575100505,0.4276052535352238
Latino,hispanic,65+,65 and over,2020-10-06,2020-09-30,65,1275708,262,6019188,0.42748091603053434,0.21194021519181658,31,0.41113531324577224,0.006321311363579437,0.39874554297315656,0.4235250835183879
Latino,hispanic,65+,65 and over,2020-10-13,2020-10-07,65,1276980,242,6022292,0.41735537190082644,0.21204219257385726,32,0.4073866360270496,0.006265995287785505,0.39510528526299005,0.41966798679110917
Latino,hispanic,65+,65 and over,2020-10-20,2020-10-14,65,1278251,206,6025397,0.38349514563106796,0.2121438637155361,33,0.4039310555389895,0.006196170340387422,0.3917865616718302,0.4160755494061488
Latino,hispanic,65+,65 and over,2020-10-27,2020-10-21,65,1279522,226,6028503,0.4026548672566372,0.2122453949181082,34,0.4008175619540766,0.006104763304815959,0.3888522258766373,0.41278289803151585
Latino,hispanic,65+,65 and over,2020-11-03,2020-10-28,65,1280794,242,6031607,0.4132231404958678,0.21234705775757604,35,0.39808696273998656,0.005986020107074947,0.3863543633301197,0.40981956214985343
Latino,hispanic,65+,65 and over,2020-11-10,2020-11-04,65,1282066,262,6034713,0.40076335877862596,0.2124485456060628,36,0.3957718826595872,0.005835863805478364,0.38433358960084957,0.4072101757183248
Latino,hispanic,65+,65 and over,2020-11-17,2020-11-11,65,1283337,417,6037816,0.41247002398081534,0.2125498690254887,37,0.39389676377093585,0.005652222494571623,0.3828184076815755,0.4049751198602962
Latino,hispanic,65+,65 and over,2020-11-24,2020-11-18,65,1284607,513,6040921,0.39571150097465885,0.2126508524114121,38,0.3924778654272827,0.005435389225786943,0.38182450254474026,0.4031312283098251
Latino,hispanic,65+,65 and over,2020-12-01,2020-11-25,65,1285878,743,6044026,0.36473755047106327,0.2127518974934919,39,0.3915232642770682,0.005188484737989293,0.3813538341906092,0.40169269436352717
Latino,hispanic,65+,65 and over,2020-12-08,2020-12-02,65,1287149,1225,6047131,0.34938775510204084,0.21285283880901537,40,0.39103285426392453,0.004918100509278712,0.38139337726573824,0.4006723312621108
Latino,hispanic,65+,65 and over,2020-12-15,2020-12-09,65,1288421,1750,6050237,0.37314285714285716,0.21295380660294794,41,0.3909983466266739,0.004635189567393935,0.3819133750745818,0.40008331817876597
Latino,hispanic,65+,65 and over,2020-12-22,2020-12-16,65,1289691,2521,6053340,0.385561285204284,0.21305444597527975,42,0.39140326989933283,0.004356195793340159,0.3828651261443861,0.39994141365427954
Latino,hispanic,65+,65 and over,2020-12-29,2020-12-23,65,1290962,3187,6056445,0.38876686539064953,0.21315507694695485,43,0.3922229699111055,0.00410415046815689,0.384178834993518,0.400267104828693
Latino,hispanic,65+,65 and over,2021-01-05,2020-12-30,65,1292233,3714,6059550,0.38556812062466345,0.2132556047891345,44,0.39342460978638805,0.003908842540994544,0.38576327840603875,0.40108594116673735
Latino,hispanic,65+,65 and over,2021-01-12,2021-01-06,65,1293506,3815,6062656,0.3968545216251638,0.21335632435684954,45,0.3949671699447712,0.0038042719380940422,0.3875107969461069,0.4024235429434355
Latino,hispanic,65+,65 and over,2021-01-19,2021-01-13,65,1294777,3493,6065760,0.4065273403950759,0.21345668143810503,46,0.3968014481010309,0.003821658770342654,0.3893109969111593,0.40429189929090253
Latino,hispanic,65+,65 and over,2021-01-26,2021-01-20,65,1296047,2883,6068864,0.4179673950745751,0.21355677108598908,47,0.39887005926514063,0.0039795583709346235,0.39107012485810877,0.4066699936721725
Latino,hispanic,65+,65 and over,2021-02-02,2021-01-27,65,1297318,2313,6071968,0.4176394293125811,0.21365692309313883,48,0.4011074357422608,0.004277536795208312,0.3927234636236525,0.40949140786086913
Latino,hispanic,65+,65 and over,2021-02-09,2021-02-03,65,1298589,1839,6075073,0.4453507340946166,0.21375693757095593,49,0.40343982713274396,0.00469851888195926,0.3942307301241038,0.4126489241413841
Latino,hispanic,65+,65 and over,2021-02-16,2021-02-10,65,1299861,1366,6078178,0.41215226939970717,0.2138570143881933,50,0.4057853003321359,0.0052168660250242905,0.3955602429230883,0.4160103577411835
Latino,hispanic,65+,65 and over,2021-02-23,2021-02-17,65,1301131,985,6081284,0.40913705583756343,0.21395662494959947,51,0.40805373953117163,0.005805723020564306,0.3966745224108656,0.4194329566514777
Latino,hispanic,65+,65 and over,2021-03-02,2021-02-24,65,1302403,710,6084386,0.43380281690140843,0.2140566032464081,52,0.41014684621577624,0.006440832690805718,0.397522814141797,0.42277087828975546
Latino,hispanic,65+,65 and over,2021-03-09,2021-03-03,65,1303673,473,6087492,0.427061310782241,0.21415601038982884,53,0.41195813916707014,0.00710164563003269,0.39803891373220607,0.4258773646019342
Latino,hispanic,65+,65 and over,2021-03-16,2021-03-10,65,1304946,333,6090597,0.33933933933933935,0.2142558438852546,54,0.41337295446136135,0.007771262453143654,0.3981412800531998,0.4286046288695229
Latino,hispanic,65+,65 and over,2021-03-23,2021-03-17,65,1306217,304,6093702,0.4144736842105263,0.21435524743415416,55,0.41426844547014907,0.008436164081437957,0.39773356387053066,0.4308033270697675
Latino,hispanic,65+,65 and over,2021-03-30,2021-03-24,65,1307487,204,6096807,0.35784313725490197,0.21445438571370226,56,0.41451358286012807,0.009086135010092958,0.3967047582403459,0.43232240747991024
Latino,hispanic,65+,65 and over,2021-04-06,2021-03-31,65,1308758,174,6099911,0.3448275862068966,0.21455362217579896,57,0.4139691545931772,0.009714513871102748,0.3949287074058158,0.43300960178053854
Latino,hispanic,65+,65 and over,2021-04-13,2021-04-07,65,1310028,161,6103015,0.40372670807453415,0.21465259384091306,58,0.4124877659263717,0.01031880932250995,0.3922628996542522,0.4327126321984912
Latino,hispanic,65+,65 and over,2021-04-20,2021-04-14,65,1311302,143,6106121,0.3146853146853147,0.21475204962364813,59,0.40991383941197945,0.010901689637569855,0.38854652772234255,0.43128115110161636
Latino,hispanic,65+,65 and over,2021-04-27,2021-04-21,65,1312572,136,6109225,0.3161764705882353,0.21485081986667703,60,0.40608361489745537,0.011472328969705882,0.38359785011683184,0.4285693796780789
Latino,hispanic,65+,65 and over,2021-05-04,2021-04-28,65,1313844,109,6112330,0.3302752293577982,0.2149497818344232,61,0.40082514952544734,0.01204803343743972,0.3772110039880655,0.4244392950628292
Latino,hispanic,65+,65 and over,2021-05-11,2021-05-05,65,1315113,105,6115435,0.2761904761904762,0.2150481527479239,62,0.39395831773379264,0.01265594684059901,0.3691526619262186,0.4187639735413667
Latino,hispanic,65+,65 and over,2021-05-18,2021-05-12,65,1316385,93,6118539,0.3010752688172043,0.21514694929622905,63,0.385294811255525,0.013334439276593776,0.3591593102734012,0.4114303122376488
Latino,hispanic,65+,65 and over,2021-05-25,2021-05-19,65,1317656,102,6121644,0.30392156862745096,0.21524544713805638,64,0.37463813911886223,0.01413356089610795,0.34693635976249065,0.4023399184752338
Latino,hispanic,65+,65 and over,2021-06-01,2021-05-26,65,1318927,66,6124750,0.36363636363636365,0.2153438099514266,65,0.3617836276472177,0.015113854701761376,0.33216047243176544,0.39140678286267
Latino,hispanic,65+,65 and over,2021-06-08,2021-06-02,65,1320199,62,6127853,0.27419354838709675,0.21544234171413706,66,0.3465184204591987,0.016343109686338186,0.3144859254739758,0.37855091544442154
Latino,hispanic,65+,65 and over,2021-06-15,2021-06-09,65,1321470,60,6130959,0.3,0.21554050516403714,67,0.32862147846859546,0.017891414949034543,0.29355430516848774,0.3636886517687032
Latino,hispanic,65+,65 and over,2021-06-22,2021-06-16,65,1322742,64,6134063,0.25,0.21563880253593742,68,0.30786357988440116,0.01982581880095215,0.26900497503453497,0.34672218473426736
Latino,hispanic,65+,65 and over,2021-06-29,2021-06-23,65,1324012,42,6137168,0.2619047619047619,0.21573663944021085,69,0.2840073202107849,0.022206280712244418,0.24048301001478584,0.32753163040678396
Latino,hispanic,65+,65 and over,2021-07-06,2021-06-30,65,1325283,55,6140272,0.3090909090909091,0.2158345754064315,70,0.2568071122471203,0.025083997707291656,0.20764247674082864,0.3059717477534119
Latino,hispanic,65+,65 and over,2021-07-13,2021-07-07,65,1326554,66,6143377,0.30303030303030304,0.21593237725765488,71,0.22600918608796405,0.028502029354695025,0.1701452085527618,0.2818731636231663
Latino,hispanic,65+,65 and over,2021-07-20,2021-07-14,65,1327826,83,6146481,0.26506024096385544,0.216030278138011,72,0.19135158912307482,0.032497305753837365,0.12765686984555358,0.25504630840059606
Latino,hispanic,65+,65 and over,2021-07-27,2021-07-21,65,1329096,121,6149586,0.2396694214876033,0.21612771981723647,73,0.15256418603738986,0.03710298638804772,0.07984233271681632,0.2252860393579634
Latino,hispanic,all_ages,All,2020-03-10,2020-03-04,999,15544732,5,39389414,0.2,0.3946423777718551,1,0.1177136427994397,0.03326193858217689,0.052520243178373005,0.1829070424205064
Latino,hispanic,all_ages,All,2020-03-17,2020-03-11,999,15546297,18,39388082,0.16666666666666666,0.39469545635657,2,0.17448519949401728,0.028501893872519612,0.11862148750387884,0.2303489114841557
Latino,hispanic,all_ages,All,2020-03-24,2020-03-18,999,15547860,73,39386748,0.2876712328767123,0.3947485077975973,3,0.22572392171891417,0.02430642525464392,0.1780833282198121,0.27336451521801625
Latino,hispanic,all_ages,All,2020-03-31,2020-03-25,999,15549427,176,39385412,0.2897727272727273,0.39480168444092956,4,0.2717547092046367,0.020654149100820484,0.23127257696702852,0.31223684144224484
Latino,hispanic,all_ages,All,2020-04-07,2020-04-01,999,15550993,339,39384081,0.2713864306784661,0.39485478917230543,5,0.31289350777508196,0.017526994722613168,0.27854059811876014,0.3472464174314038
Latino,hispanic,all_ages,All,2020-04-14,2020-04-08,999,15552558,466,39382746,0.388412017167382,0.3949079122110987,6,0.34944730934753804,0.014909428415312679,0.32022482965352517,0.3786697890415509
Latino,hispanic,all_ages,All,2020-04-21,2020-04-15,999,15554122,519,39381413,0.3603082851637765,0.3949609934006177,7,0.38171415193268426,0.01278592053837965,0.35665374767746016,0.40677455618790836
Latino,hispanic,all_ages,All,2020-04-28,2020-04-22,999,15555689,527,39380078,0.40417457305502846,0.39501417442596226,8,0.40998311963459066,0.011135614654631023,0.38815731491151384,0.4318089243576675
Latino,hispanic,all_ages,All,2020-05-05,2020-04-29,999,15557255,517,39378746,0.402321083172147,0.3950673035652278,9,0.4345343426507184,0.009924336513937619,0.41508264308340065,0.4539860422180361
Latino,hispanic,all_ages,All,2020-05-12,2020-05-06,999,15558821,554,39377412,0.42057761732851984,0.3951204563672189,10,0.45563899727191953,0.009097333924296472,0.43780822278029846,0.4734697717635406
Latino,hispanic,all_ages,All,2020-05-19,2020-05-13,999,15560383,504,39376079,0.4384920634920635,0.3951735011502796,11,0.4735593058824373,0.00857901261551342,0.45674444115603097,0.4903741706088436
Latino,hispanic,all_ages,All,2020-05-26,2020-05-20,999,15561953,470,39374746,0.4765957446808511,0.39522675270083013,12,0.4885485369599056,0.008282837079215757,0.4723141762846427,0.5047828976351685
Latino,hispanic,all_ages,All,2020-06-02,2020-05-27,999,15563517,435,39373412,0.5011494252873563,0.39527986550924266,13,0.5008510050753499,0.008126273386395565,0.4849235092380145,0.5167785009126852
Latino,hispanic,all_ages,All,2020-06-09,2020-06-03,999,15565083,456,39372077,0.5504385964912281,0.3953330427551485,14,0.5107020708931859,0.008042161346293656,0.4949394346544503,0.5264647071319214
Latino,hispanic,all_ages,All,2020-06-16,2020-06-10,999,15566647,431,39370746,0.5638051044083526,0.3953861326376696,15,0.5183281411712208,0.00798271597854093,0.5026820178532806,0.5339742644891611
Latino,hispanic,all_ages,All,2020-06-23,2020-06-17,999,15568215,468,39369410,0.5341880341880342,0.39543937793327355,16,0.5239466687606528,0.00791797877270396,0.508427430366153,0.5394659071551525
Latino,hispanic,all_ages,All,2020-06-30,2020-06-24,999,15569780,559,39368078,0.5885509838998211,0.3954925104547903,17,0.5277661526060711,0.007832002870187421,0.5124154269805037,0.5431168782316385
Latino,hispanic,all_ages,All,2020-07-07,2020-07-01,999,15571241,675,39367154,0.5585185185185185,0.39553890535241637,18,0.5299861377454553,0.007718911018028863,0.5148570721501188,0.5451152033407919
Latino,hispanic,all_ages,All,2020-07-14,2020-07-08,999,15572942,817,39366079,0.5630354957160343,0.395592916429396,19,0.5307972153101765,0.007579642428402186,0.5159411161505083,0.5456533144698448
Latino,hispanic,all_ages,All,2020-07-21,2020-07-15,999,15574645,904,39365004,0.5486725663716814,0.3956469812628496,20,0.5303810225249974,0.007419482388679205,0.5158388370431862,0.5449232080068086
Latino,hispanic,all_ages,All,2020-07-28,2020-07-22,999,15576347,1013,39363923,0.5281342546890424,0.39570108395954334,21,0.5289102427080704,0.007246213086471346,0.5147076650585866,0.5431128203575543
Latino,hispanic,all_ages,All,2020-08-04,2020-07-29,999,15578051,1038,39362847,0.5327552986512524,0.39575519016701205,22,0.5265486052709397,0.007068689791786683,0.5126939732790379,0.5404032372628416
